label,Ch0_min,Ch1_min,Ch2_min,Ch3_min,Ch0_max,Ch1_max,Ch2_max,Ch3_max,Ch0_avg,Ch1_avg,Ch2_avg,Ch3_avg,Ch0_energy,Ch1_energy,Ch2_energy,Ch3_energy,Ch0_iemg,Ch1_iemg,Ch2_iemg,Ch3_iemg,Ch0_mav,Ch1_mav,Ch2_mav,Ch3_mav,Ch0_var,Ch1_var,Ch2_var,Ch3_var,Ch0_rms,Ch1_rms,Ch2_rms,Ch3_rms,Ch0_wl,Ch1_wl,Ch2_wl,Ch3_wl,Ch0_zc0,Ch1_zc0,Ch2_zc0,Ch3_zc0,Ch0_hemg0,Ch1_hemg0,Ch2_hemg0,Ch3_hemg0,Ch0_hemg1,Ch1_hemg1,Ch2_hemg1,Ch3_hemg1
UP_Grape,-0.8658203125,-0.3189453125,-0.7291015625,-0.890234375,0.750390625,0.09609374999999998,0.5990234375,1.2142578125,-0.08315429687500003,-0.08447265625000004,-0.135009765625,-0.10908203125,30.853001594543457,1.3472785949707036,7.589491844177246,29.044139862060547,46.1736328125,9.503906250000004,21.590039062499997,44.376953125,0.46173632812500004,0.09503906250000003,0.21590039062499997,0.44376953125,0.3116464807529642,0.013608874696673774,0.07666153377956814,0.2933751501218237,0.5554547829890697,0.11607233068094668,0.2754903236808372,0.5389261532163804,0.625,0.17578125,-0.087890625,0.0,24.0,21.0,36.0,38.0,51.0,15.0,24.0,40.0,51.0,15.0,24.0,40.0
UP_Grape,-0.8658203125,-0.3189453125,-0.675390625,-0.890234375,0.7455078125,0.14003906249999998,0.4427734375,1.238671875,-0.11284179687500001,-0.07353515625000004,-0.1255859375,-0.044335937500000006,29.84513759613037,1.1508846282958989,7.031436920166016,30.634042739868164,45.3888671875,8.683593750000002,21.657421874999997,44.882421875000006,0.453888671875,0.08683593750000002,0.21657421874999996,0.44882421875000006,0.3014660363245492,0.01162509725551413,0.07102461535521228,0.30943477515018347,0.5463070345156684,0.10727929102561681,0.2651685675219824,0.5534802863686128,-0.888671875,-0.0244140625,0.068359375,-0.44921875,27.0,18.0,37.0,36.0,49.0,15.0,29.0,47.0,49.0,15.0,29.0,47.0
UP_Grape,-0.8658203125,-0.3140625,-0.7828125,-0.890234375,0.76015625,0.14003906249999998,0.48671875,1.238671875,-0.07685546875000003,-0.07011718750000004,-0.13037109375000003,-0.08784179687500002,28.459671020507812,1.0355663299560551,8.708299636840824,36.265948295593276,44.479296875,8.361328125000002,23.230078124999995,50.2255859375,0.44479296875,0.08361328125000002,0.23230078124999995,0.502255859375,0.28747142444957385,0.010460265959152072,0.08796262259435175,0.36632271005649775,0.5334760633853014,0.1017627795392822,0.2950982825575375,0.6022121577616419,0.0634765625,-0.4541015625,0.1806640625,-1.9580078125,26.0,17.0,42.0,39.0,51.0,15.0,32.0,45.0,51.0,15.0,32.0,45.0
UP_Grape,-0.8658203125,-0.3140625,-0.8853515625,-0.890234375,0.76015625,0.15468749999999998,0.48671875,1.238671875,-0.11660156250000003,-0.06718750000000004,-0.12475585937500001,-0.07900390625,29.168607711791992,1.1216735839843754,8.830069541931156,40.57810974121095,45.05820312499999,8.622656250000002,22.9681640625,53.66757812500001,0.4505820312499999,0.08622656250000002,0.22968164062500002,0.5366757812500002,0.294632401129212,0.011330036201862377,0.08919262163566824,0.4098798963758682,0.5400796951542615,0.10590909233792797,0.2971543292959259,0.6370094955431272,0.3369140625,0.1025390625,-0.146484375,0.6005859375,22.0,19.0,38.0,35.0,47.0,22.0,33.0,42.0,47.0,22.0,33.0,42.0
UP_Grape,-0.8658203125,-0.275,-0.8853515625,-0.8853515625,0.6576171875,0.15957031249999998,0.52578125,1.238671875,-0.12236328125000001,-0.06010742187500004,-0.129052734375,-0.016845703124999986,26.412477493286133,1.1520051956176762,9.595305442810062,41.48401165008546,42.229296875,8.543554687500002,24.087304687499994,53.5201171875,0.42229296875000005,0.08543554687500002,0.24087304687499994,0.5352011718749999,0.2667927019523852,0.011636416117350265,0.09692227720010164,0.41903042070793395,0.5139307102449331,0.10733150495626512,0.30976290034169784,0.6440808307199141,-0.3759765625,-0.087890625,-1.015625,-0.966796875,21.0,22.0,27.0,30.0,46.0,27.0,28.0,47.0,46.0,27.0,28.0,47.0
UP_Grape,-0.8609375,-0.275,-0.8267578125,-0.8853515625,0.6966796875,0.20839843749999998,0.613671875,1.2337890625,-0.10385742187500004,-0.06948242187500003,-0.12714843750000002,-0.07373046874999999,27.11677646636963,1.3553495407104497,9.51758193969727,36.88159370422364,43.1619140625,9.613867187500002,24.121093749999993,49.875781249999996,0.431619140625,0.09613867187500003,0.24121093749999992,0.49875781249999995,0.2739068329936326,0.013690399401115654,0.09613719131007342,0.37254135054771353,0.5207377119661071,0.11641948035919288,0.3085057850299937,0.6073021793491576,0.37109375,0.0244140625,-0.390625,0.1513671875,20.0,20.0,28.0,32.0,46.0,22.0,25.0,46.0,46.0,22.0,25.0,46.0
UP_Grape,-0.8609375,-0.29453125,-0.7095703125,-0.8853515625,0.6966796875,0.20839843749999998,0.613671875,1.2240234375,-0.12768554687500003,-0.07368164062500003,-0.122119140625,-0.095068359375,27.849921226501465,1.3056402206420903,7.480320930480957,30.872746467590332,43.6990234375,9.551367187500002,22.6482421875,44.3103515625,0.436990234375,0.09551367187500003,0.226482421875,0.44310351562500006,0.2813123356212269,0.01318828505699081,0.07555879727758542,0.31184592391505384,0.5277302457364128,0.1142646148482587,0.2735017537508847,0.5556324906589817,-0.68359375,0.0830078125,0.048828125,0.078125,24.0,16.0,28.0,34.0,46.0,17.0,26.0,41.0,46.0,17.0,26.0,41.0
UP_Grape,-0.8609375,-0.29453125,-0.8658203125,-0.8853515625,0.691796875,0.08144531249999998,0.3353515625,1.2240234375,-0.10507812500000004,-0.07114257812500004,-0.132861328125,-0.08632812499999998,26.788450241088867,1.1355218887329106,7.3940324783325195,29.870159149169922,42.52929687500001,8.402148437500003,21.752929687499993,42.498437499999994,0.42529296875000006,0.08402148437500002,0.21752929687499992,0.42498437499999997,0.27059040647564514,0.011469918068009198,0.07468719675083353,0.30171877928454466,0.5175756006719102,0.10656086940021232,0.2719197028229569,0.5465359928602134,-0.3076171875,0.05859375,-0.64453125,0.3466796875,24.0,20.0,30.0,38.0,50.0,16.0,25.0,38.0,50.0,16.0,25.0,38.0
UP_Grape,-0.8658203125,-0.323828125,-0.88046875,-0.8853515625,0.691796875,0.20351562499999998,0.4818359375,1.2240234375,-0.13457031250000004,-0.06943359375000004,-0.119482421875,-0.05888671875000001,28.301801681518555,1.231714248657227,9.582015037536625,32.1168327331543,43.97421874999999,8.706640625000002,24.0873046875,45.526171875,0.43974218749999994,0.08706640625000002,0.24087304687500002,0.45526171875000004,0.2858767846618036,0.012441558067244717,0.09678803068218812,0.3244124518500434,0.5319943766762818,0.11098262245312222,0.3095483005531871,0.5667171493183729,0.3759765625,-0.0146484375,-0.2978515625,0.8837890625,24.0,23.0,33.0,34.0,47.0,17.0,28.0,41.0,47.0,17.0,28.0,41.0
UP_Grape,-0.8658203125,-0.323828125,-0.88046875,-0.8853515625,0.7015625,0.20351562499999998,0.4818359375,1.2240234375,-0.11313476562500004,-0.07377929687500004,-0.12055664062500002,-0.08354492187500001,27.60752773284912,1.1987161636352544,8.580897331237797,30.621142387390137,43.1521484375,9.000585937500002,23.461914062499993,44.665429687499994,0.43152148437500004,0.09000585937500002,0.23461914062499992,0.44665429687499997,0.27886391649342546,0.012108244077123782,0.0866757306185636,0.30930446855949634,0.5254286605510696,0.10948589697469051,0.2929316871087489,0.5533637355970314,0.13671875,0.048828125,0.1513671875,0.185546875,25.0,16.0,26.0,30.0,46.0,12.0,25.0,43.0,46.0,12.0,25.0,43.0
UP_Grape,-0.8658203125,-0.4068359375,-0.792578125,-0.8853515625,0.7015625,0.23281249999999998,0.4037109375,1.2240234375,-0.09370117187500003,-0.07509765625000003,-0.140625,-0.091748046875,28.444741249084473,1.283075332641602,7.142328262329102,28.267653465270996,44.5521484375,9.219921875000002,21.692187499999992,41.367773437500006,0.445521484375,0.09219921875000002,0.21692187499999993,0.41367773437500005,0.28732061867762093,0.012960356895369717,0.07214472992251618,0.28553185318455554,0.533336115869575,0.1132729152375625,0.2672513472805909,0.5316733345323141,0.1611328125,-0.087890625,0.107421875,-0.0390625,24.0,8.0,28.0,24.0,48.0,9.0,21.0,42.0,48.0,9.0,21.0,42.0
UP_Grape,-0.8658203125,-0.4068359375,-0.792578125,-0.8853515625,0.7162109375,0.23281249999999998,0.516015625,1.2240234375,-0.13242187500000002,-0.07509765625000003,-0.137548828125,-0.08427734375,28.951488494873047,1.2958545684814458,6.783047676086426,29.911861419677734,44.960546875,9.262890625,21.797851562499993,42.869531249999994,0.44960546874999996,0.09262890625,0.21797851562499992,0.4286953124999999,0.2924392777259904,0.013089440085671169,0.06851563309178207,0.3021400143401791,0.5380658741722341,0.1138356081584952,0.26044284739816576,0.5469173741953873,-0.439453125,-0.09765625,0.1513671875,-0.380859375,24.0,12.0,28.0,21.0,47.0,14.0,20.0,38.0,47.0,14.0,20.0,38.0
UP_Grape,-0.8609375,-0.21640625000000002,-0.8853515625,-0.8853515625,0.7162109375,0.05214843749999998,0.516015625,1.2240234375,-0.10034179687500001,-0.07797851562500004,-0.14404296875,-0.151904296875,27.232932090759277,0.928374290466309,6.511539459228517,26.396842002868652,43.2048828125,8.509179687500003,20.272656249999997,40.5041015625,0.432048828125,0.08509179687500003,0.20272656249999998,0.40504101562499994,0.2750801221288816,0.009377518085518273,0.0657731258507931,0.26663476770574396,0.5218518189175858,0.09635218162897553,0.2551771827422765,0.5137785710096194,-0.2197265625,0.0927734375,-0.4541015625,-0.5908203125,24.0,14.0,24.0,30.0,51.0,13.0,19.0,34.0,51.0,13.0,19.0,34.0
UP_Grape,-0.8560546875,-0.265234375,-0.8853515625,-0.8853515625,0.6966796875,0.11562499999999998,1.004296875,1.22890625,-0.12172851562500002,-0.07255859375000004,-0.133056640625,-0.10610351562500002,27.88491916656494,0.9339046478271489,7.781952857971191,26.544034004211426,44.12558593749999,8.49140625,21.026367187499996,39.06894531250001,0.4412558593749999,0.08491406250000001,0.21026367187499997,0.39068945312500014,0.28166585016732265,0.009433380281082312,0.07860558442395142,0.2681215555980952,0.528061730923241,0.09663874211863216,0.2789615180983067,0.515209025582932,0.6201171875,0.17578125,0.2099609375,1.0986328125,22.0,13.0,24.0,29.0,47.0,14.0,20.0,37.0,47.0,14.0,20.0,37.0
UP_Grape,-0.8658203125,-0.3189453125,-0.5533203125,-0.8853515625,0.6966796875,0.13515624999999998,1.004296875,1.22890625,-0.11391601562500003,-0.07089843750000004,-0.11660156250000002,-0.06000976562500002,26.597067832946777,1.2639770507812504,7.554533004760743,30.038960456848145,42.5373046875,8.889062500000001,21.724999999999994,41.836132812500004,0.425373046875,0.08889062500000001,0.21724999999999994,0.41836132812500004,0.26865725083784625,0.012767444957386367,0.07630841418950246,0.3034238429984661,0.5157234514053707,0.11242673395510742,0.27485510737042423,0.548078100792653,0.2490234375,0.048828125,-1.1279296875,0.72265625,23.0,13.0,25.0,23.0,49.0,18.0,23.0,39.0,49.0,18.0,23.0,39.0
UP_Grape,-0.8658203125,-0.3189453125,-0.8658203125,-0.8853515625,0.6966796875,0.13515624999999998,0.7796875,1.22890625,-0.09418945312500003,-0.07304687500000004,-0.12880859375,-0.087841796875,27.747090339660645,1.3766574859619145,7.170392990112305,31.428149223327637,44.041601562500006,9.178906250000002,21.106249999999992,44.8865234375,0.44041601562500005,0.09178906250000002,0.21106249999999993,0.44886523437500003,0.28027363979455194,0.013905631171332469,0.07242821202133641,0.31745605276088523,0.5267550696449028,0.11733104814847238,0.2677758949217107,0.5606081449936992,-0.0390625,-0.048828125,0.1318359375,0.615234375,22.0,17.0,28.0,26.0,52.0,19.0,21.0,41.0,52.0,19.0,21.0,41.0
