label_0,label_1,Ch0_min,Ch1_min,Ch2_min,Ch3_min,Ch0_max,Ch1_max,Ch2_max,Ch3_max,Ch0_avg,Ch1_avg,Ch2_avg,Ch3_avg,Ch0_energy,Ch1_energy,Ch2_energy,Ch3_energy,Ch0_iemg,Ch1_iemg,Ch2_iemg,Ch3_iemg,Ch0_mav,Ch1_mav,Ch2_mav,Ch3_mav,Ch0_var,Ch1_var,Ch2_var,Ch3_var,Ch0_rms,Ch1_rms,Ch2_rms,Ch3_rms,Ch0_wl,Ch1_wl,Ch2_wl,Ch3_wl,Ch0_zc0,Ch1_zc0,Ch2_zc0,Ch3_zc0,Ch0_hemg0,Ch1_hemg0,Ch2_hemg0,Ch3_hemg0,Ch0_hemg1,Ch1_hemg1,Ch2_hemg1,Ch3_hemg1
-1,-1,-0.8658203125,-0.15781250000000002,-0.4751953125,-0.8853515625,0.7162109375,0.017968749999999978,0.40859375,0.8529296875,-0.09397786458333336,-0.04488932291666668,-0.1086588541666667,-0.11884765625,33.6704568862915,0.34361362457275413,2.842639923095704,6.306654930114749,57.850195312500006,6.769335937500003,17.399609375000004,22.4013671875,0.38566796875000003,0.04512890625000002,0.11599739583333336,0.14934244791666668,0.22597622071336576,0.002306131708541974,0.019078120289232912,0.04232654315513254,0.47378234726008595,0.04786185847991795,0.13766238709479808,0.20504722919553192,-0.5517578125,0.107421875,-0.1416015625,0.78125,43.0,2.0,7.0,6.0,77.0,1.0,4.0,5.0,77.0,1.0,4.0,5.0
-1,-1,-0.84140625,-0.06503906250000002,-0.19199218750000002,-0.24082031250000002,0.5697265625,-0.021093750000000022,0.013085937499999978,-0.03574218750000002,-0.11044921875000002,-0.043131510416666685,-0.10839843750000003,-0.1171549479166667,34.31318187713623,0.28981304168701194,2.225633621215821,2.1421194076538095,58.5072265625,6.469726562500003,16.285937500000003,17.573242187500004,0.39004817708333334,0.043131510416666685,0.10857291666666669,0.1171549479166667,0.23028981125594786,0.0019450539710537714,0.014937138397421619,0.014376640319824224,0.4782829140242989,0.04395551096938903,0.12180951307173074,0.11950228471048324,0.3125,0.0048828125,-0.0341796875,-0.0244140625,39.0,0.0,2.0,0.0,73.0,0.0,1.0,0.0,73.0,0.0,1.0,0.0
-1,-1,-0.8560546875,-0.06015625000000002,-0.19199218750000002,-0.24082031250000002,0.56484375,-0.021093750000000022,0.013085937499999978,-0.08457031250000002,-0.1091471354166667,-0.04329427083333335,-0.10966796875000002,-0.11731770833333335,33.58630084991455,0.29201126098632835,2.2669267654418954,2.1122264862060556,57.345117187499994,6.494140625000003,16.476367187500003,17.597656250000004,0.38230078124999994,0.04329427083333335,0.10984244791666668,0.11731770833333335,0.22541141510009766,0.001959807120713613,0.015214273593569768,0.014176016685946681,0.47318989035350667,0.04412189637706947,0.12293431214655236,0.11866553799667522,-1.2890625,-0.0048828125,0.1025390625,0.0146484375,39.0,0.0,2.0,0.0,73.0,0.0,1.0,0.0,73.0,0.0,1.0,0.0
-1,-1,-0.8560546875,-0.06015625000000002,-0.19199218750000002,-0.24570312500000002,0.56484375,-0.021093750000000022,0.003320312499999978,-0.04062500000000002,-0.10452473958333336,-0.04326171875000002,-0.11054687500000003,-0.11858723958333335,34.08981990814208,0.29292583465576194,2.2588748931884775,2.1890439987182626,58.0126953125,6.489257812500003,16.588671875000003,17.788085937500004,0.38675130208333336,0.04326171875000002,0.11059114583333335,0.11858723958333335,0.22879073763853747,0.0019659451990319595,0.015160234182473004,0.014691570461196393,0.4767236789318111,0.04419093682764691,0.12271579341955073,0.12080408378081327,0.7470703125,-0.0146484375,-0.1171875,-0.1025390625,38.0,0.0,2.0,0.0,75.0,0.0,1.0,0.0,75.0,0.0,1.0,0.0
-1,-1,-0.8560546875,-0.06503906250000002,-0.19199218750000002,-0.24570312500000002,0.5501953125,-0.021093750000000022,0.003320312499999978,-0.04062500000000002,-0.11289062500000002,-0.04381510416666668,-0.10745442708333336,-0.11621093750000003,32.954410552978516,0.2993602752685549,2.188164710998536,2.078329086303712,56.383203124999994,6.572265625000003,16.124804687500003,17.431640625000004,0.3758880208333333,0.04381510416666668,0.10749869791666669,0.11621093750000003,0.2211705406240169,0.0020091293642184893,0.014685669201332456,0.013948517357743032,0.46871747391492685,0.04467365183703961,0.12077981925797969,0.1177095036181223,0.3662109375,0.01953125,-0.0244140625,-0.0048828125,42.0,0.0,2.0,0.0,73.0,0.0,1.0,0.0,73.0,0.0,1.0,0.0
-1,-1,-0.8462890625,-0.07968750000000002,-0.19199218750000002,-0.24570312500000002,0.5501953125,-0.025976562500000022,0.003320312499999978,-0.04062500000000002,-0.09599609375000002,-0.04485677083333335,-0.10872395833333336,-0.11552734375000002,31.53016567230225,0.3147258758544924,2.2285995483398446,2.0762205123901376,55.9619140625,6.728515625000003,16.315234375000003,17.329101562500004,0.37307942708333336,0.04485677083333335,0.10876822916666669,0.11552734375000002,0.21161185014967954,0.002112254200365721,0.01495704394858956,0.013934365854967367,0.4584769399675572,0.045805813012068854,0.12189064903537773,0.1176497772314122,-0.166015625,-0.01953125,0.0830078125,0.01953125,42.0,0.0,2.0,0.0,75.0,0.0,1.0,0.0,75.0,0.0,1.0,0.0
-1,-1,-0.8462890625,-0.07968750000000002,-0.18222656250000002,-0.24082031250000002,0.5453125,-0.025976562500000022,0.003320312499999978,-0.04062500000000002,-0.11132812500000003,-0.045572916666666685,-0.10673828125000002,-0.11487630208333335,32.677827835083,0.32517051696777366,2.2054719924926767,2.0505952835083017,57.02421875,6.835937500000003,16.017382812500003,17.231445312500004,0.38016145833333337,0.045572916666666685,0.10678255208333336,0.11487630208333335,0.21931428077236914,0.002182352462870964,0.014801825452970985,0.01376238445307585,0.4667463824896986,0.04655967618499751,0.12125653226370052,0.1169214917087046,0.21484375,0.0,-0.0390625,0.009765625,41.0,0.0,2.0,0.0,71.0,0.0,1.0,0.0,71.0,0.0,1.0,0.0
-1,-1,-0.8462890625,-0.07968750000000002,-0.17734375000000002,-0.24082031250000002,0.5453125,-0.025976562500000022,0.003320312499999978,-0.04062500000000002,-0.11376953125000003,-0.04560546875000002,-0.10634765625000002,-0.11429036458333336,32.33572101593018,0.32497119903564475,2.1778230667114267,2.039258003234864,56.808398437499996,6.840820312500003,15.958789062500003,17.143554687500004,0.37872265624999996,0.04560546875000002,0.10639192708333335,0.11429036458333336,0.21701826185188042,0.0021810147586284884,0.014616262192694138,0.01368629532372392,0.46429675148501154,0.04654540428697158,0.120494068089441,0.11659782740213942,-1.3623046875,0.0048828125,0.126953125,0.01953125,43.0,0.0,2.0,0.0,76.0,0.0,1.0,0.0,76.0,0.0,1.0,0.0
-1,-1,-0.84140625,-0.07480468750000002,-0.17734375000000002,-0.22128906250000002,0.5501953125,-0.025976562500000022,0.003320312499999978,-0.04062500000000002,-0.10703125000000002,-0.044986979166666684,-0.10677083333333336,-0.11448567708333336,32.07671546936035,0.31492996215820335,2.1713695526123056,2.033818244934083,56.325,6.748046875000003,16.022265625000003,17.172851562500004,0.3755,0.044986979166666684,0.10681510416666669,0.11448567708333336,0.21527996959302248,0.002113623907102036,0.014572950017532253,0.013649786878752235,0.4624335301378304,0.04582066216298809,0.12031540640090682,0.11644221012828876,0.7373046875,0.0048828125,-0.1025390625,-0.029296875,40.0,0.0,2.0,0.0,76.0,0.0,1.0,0.0,76.0,0.0,1.0,0.0
-1,-1,-0.84140625,-0.07480468750000002,-0.18222656250000002,-0.22128906250000002,0.5501953125,-0.025976562500000022,0.003320312499999978,-0.08457031250000002,-0.11412760416666669,-0.04544270833333335,-0.10429687500000002,-0.11145833333333335,31.795083999633786,0.32010269165039085,2.071123123168946,1.9114017486572275,56.48789062499999,6.816406250000003,15.651171875000005,16.718750000000004,0.37658593749999997,0.04544270833333335,0.10434114583333337,0.11145833333333335,0.21338982550089788,0.0021483402124187305,0.01390015518905333,0.012828199655417634,0.46039898638488036,0.04619543207218587,0.11750526578750832,0.11288347232602972,0.4296875,0.009765625,0.01953125,0.0,40.0,0.0,2.0,0.0,77.0,0.0,1.0,0.0,77.0,0.0,1.0,0.0
